33 	 897 	 gene897 	 0.067
34 	 1549 	 gene1549 	 0.066
35 	 581 	 gene581 	 0.069
36 	 14 	 gene14 	 0.063
37 	 1325 	 gene1325 	 0.064
38 	 137 	 gene137 	 0.066
39 	 1154 	 gene1154 	 0.065
40 	 1970 	 gene1970 	 0.063
41 	 1411 	 gene1411 	 0.064
42 	 1924 	 gene1924 	 0.061
43 	 1334 	 gene1334 	 0.064
44 	 1959 	 gene1959 	 0.062
45 	 1387 	 gene1387 	 0.061
46 	 627 	 gene627 	 0.058
47 	 1423 	 gene1423 	 0.058
48 	 1451 	 gene1451 	 0.056
49 	 1406 	 gene1406 	 0.055
50 	 1870 	 gene1870 	 0.054
51 	 1771 	 gene1771 	 0.055
52 	 411 	 gene411 	 0.055
53 	 732 	 gene732 	 0.051
54 	 812 	 gene812 	 0.053
55 	 564 	 gene564 	 0.050
56 	 1058 	 gene1058 	 0.050
57 	 772 	 gene772 	 0.051
58 	 1967 	 gene1967 	 0.052
59 	 766 	 gene766 	 0.051
60 	 513 	 gene513 	 0.052
61 	 1894 	 gene1894 	 0.049
62 	 561 	 gene561 	 0.048
63 	 1366 	 gene1366 	 0.047
64 	 1032 	 gene1032 	 0.049
65 	 1897 	 gene1897 	 0.048
66 	 1347 	 gene1347 	 0.048
67 	 1943 	 gene1943 	 0.046
68 	 359 	 gene359 	 0.047
69 	 1887 	 gene1887 	 0.045
70 	 1209 	 gene1209 	 0.044
71 	 1247 	 gene1247 	 0.044
72 	 1231 	 gene1231 	 0.044
73 	 1534 	 gene1534 	 0.045
74 	 138 	 gene138 	 0.046
75 	 1803 	 gene1803 	 0.043
76 	 245 	 gene245 	 0.042
77 	 187 	 gene187 	 0.040
78 	 345 	 gene345 	 0.040
79 	 1372 	 gene1372 	 0.040
80 	 807 	 gene807 	 0.040
81 	 1810 	 gene1810 	 0.040
82 	 780 	 gene780 	 0.041
83 	 1328 	 gene1328 	 0.041
84 	 66 	 gene66 	 0.040
85 	 1346 	 gene1346 	 0.041
86 	 365 	 gene365 	 0.040
87 	 1727 	 gene1727 	 0.040
88 	 1574 	 gene1574 	 0.040
89 	 1210 	 gene1210 	 0.040
90 	 354 	 gene354 	 0.041
91 	 1730 	 gene1730 	 0.041
92 	 1244 	 gene1244 	 0.041
93 	 1839 	 gene1839 	 0.040
94 	 1326 	 gene1326 	 0.040
95 	 1671 	 gene1671 	 0.041
96 	 67 	 gene67 	 0.041
97 	 1108 	 gene1108 	 0.039
98 	 1836 	 gene1836 	 0.040
99 	 1466 	 gene1466 	 0.040
100 	 964 	 gene964 	 0.040
