100 	 1381 	 gene1381 	 0.169
1 	 14 	 gene14 	 0.349
2 	 1917 	 gene1917 	 0.146
3 	 377 	 gene377 	 0.143
4 	 765 	 gene765 	 0.084
5 	 841 	 gene841 	 0.073
6 	 1671 	 gene1671 	 0.078
7 	 892 	 gene892 	 0.074
8 	 493 	 gene493 	 0.067
9 	 1047 	 gene1047 	 0.067
10 	 822 	 gene822 	 0.068
11 	 625 	 gene625 	 0.069
12 	 1416 	 gene1416 	 0.066
13 	 1873 	 gene1873 	 0.061
14 	 1597 	 gene1597 	 0.055
15 	 1892 	 gene1892 	 0.053
16 	 1400 	 gene1400 	 0.047
17 	 67 	 gene67 	 0.047
18 	 1293 	 gene1293 	 0.042
19 	 1388 	 gene1388 	 0.044
20 	 1423 	 gene1423 	 0.041
21 	 419 	 gene419 	 0.042
22 	 1758 	 gene1758 	 0.043
23 	 513 	 gene513 	 0.040
24 	 581 	 gene581 	 0.042
25 	 1048 	 gene1048 	 0.043
26 	 1534 	 gene1534 	 0.040
27 	 1771 	 gene1771 	 0.043
28 	 249 	 gene249 	 0.041
29 	 1772 	 gene1772 	 0.038
30 	 1372 	 gene1372 	 0.035
31 	 1494 	 gene1494 	 0.038
32 	 1674 	 gene1674 	 0.035
33 	 1153 	 gene1153 	 0.036
34 	 852 	 gene852 	 0.031
35 	 1884 	 gene1884 	 0.035
36 	 1115 	 gene1115 	 0.030
37 	 1924 	 gene1924 	 0.030
38 	 1381 	 gene1381 	 0.030
39 	 1042 	 gene1042 	 0.030
40 	 66 	 gene66 	 0.031
41 	 1672 	 gene1672 	 0.029
42 	 1838 	 gene1838 	 0.027
43 	 267 	 gene267 	 0.026
44 	 391 	 gene391 	 0.023
45 	 1635 	 gene1635 	 0.025
46 	 1668 	 gene1668 	 0.023
47 	 1570 	 gene1570 	 0.024
48 	 1346 	 gene1346 	 0.024
49 	 639 	 gene639 	 0.023
50 	 1451 	 gene1451 	 0.022
51 	 1472 	 gene1472 	 0.023
52 	 657 	 gene657 	 0.023
53 	 515 	 gene515 	 0.021
54 	 622 	 gene622 	 0.022
55 	 245 	 gene245 	 0.021
56 	 837 	 gene837 	 0.021
57 	 1334 	 gene1334 	 0.019
58 	 1473 	 gene1473 	 0.019
59 	 99 	 gene99 	 0.020
60 	 415 	 gene415 	 0.021
61 	 1168 	 gene1168 	 0.020
62 	 834 	 gene834 	 0.019
63 	 75 	 gene75 	 0.018
64 	 187 	 gene187 	 0.018
65 	 772 	 gene772 	 0.017
66 	 1887 	 gene1887 	 0.017
67 	 1634 	 gene1634 	 0.018
68 	 1058 	 gene1058 	 0.017
69 	 1599 	 gene1599 	 0.015
70 	 1990 	 gene1990 	 0.015
71 	 1946 	 gene1946 	 0.017
72 	 758 	 gene758 	 0.017
73 	 1401 	 gene1401 	 0.014
74 	 561 	 gene561 	 0.014
75 	 1679 	 gene1679 	 0.014
76 	 1730 	 gene1730 	 0.013
77 	 980 	 gene980 	 0.013
78 	 111 	 gene111 	 0.014
79 	 1060 	 gene1060 	 0.012
80 	 1920 	 gene1920 	 0.011
81 	 529 	 gene529 	 0.011
82 	 359 	 gene359 	 0.011
83 	 317 	 gene317 	 0.010
84 	 1231 	 gene1231 	 0.010
85 	 119 	 gene119 	 0.010
86 	 1967 	 gene1967 	 0.010
87 	 1256 	 gene1256 	 0.009
88 	 941 	 gene941 	 0.009
89 	 1867 	 gene1867 	 0.008
90 	 1511 	 gene1511 	 0.008
91 	 1968 	 gene1968 	 0.008
92 	 648 	 gene648 	 0.007
93 	 1331 	 gene1331 	 0.006
94 	 1972 	 gene1972 	 0.005
95 	 698 	 gene698 	 0.004
96 	 824 	 gene824 	 0.005
97 	 1184 	 gene1184 	 0.003
98 	 1546 	 gene1546 	 0.003
99 	 679 	 gene679 	 0.002
100 	 882 	 gene882 	 0.002
